loan_id,customer_id,product_type,principal_amount,interest_rate,term_months,origination_date,origination_channel,status,borrower_info
L0003629,C003813,Auto,63501.58,8.11,84,2022-06-14,online,active,"{""credit_score"": 748, ""employment"": ""self-employed"", ""annual_income"": 180723, ""years_employed"": 5}"
L0006020,C001532,student,110399.93,4.93,60,2020-03-04,branch,active,"{""credit_score"": 797, ""employment"": ""self-employed"", ""annual_income"": 36816, ""years_employed"": 10}"
L0007789,C002770,mortgage,254397,5.19,180,27-May-2023,partner,active,"{""credit_score"": 666, ""employment"": ""retired"", ""annual_income"": 89484, ""years_employed"": 21}"
L0001925,C003485,MORTGAGE,641534.62,6.81,180,2022-04-01,online,charged_off,"{""credit_score"": 739, ""employment"": ""salaried"", ""annual_income"": 261893, ""years_employed"": 3}"
L0008609,C004705,Personal,6707.51,12.12,36,2022-02-07,branch,closed,"{""credit_score"": 672, ""employment"": ""retired"", ""annual_income"": 53504, ""years_employed"": 16}"
L0009136,C001017,mortgage,"$1,423,869.74",6.1,360,02/24/2025,branch,active,"{""credit_score"": 831, ""employment"": ""salaried"", ""annual_income"": 21227, ""years_employed"": 17}"
L0006240,C004744,MORTGAGE,371507.87,4.43,120,2025-03-20,branch,closed,"{""credit_score"": 847, ""employment"": ""retired"", ""annual_income"": 242237, ""years_employed"": 0}"
L0000435,C004133,personal,"$11,720.46",10.65,36,11/17/2022,online,active,"{""credit_score"": 786, ""employment"": ""salaried"", ""annual_income"": 77776, ""years_employed"": 7}"
L0007498,C000196,Auto,"$69,464.02",13.32,60,10/23/2020,broker,active,"{""credit_score"": 572, ""employment"": ""retired"", ""annual_income"": 145563, ""years_employed"": 0}"
L0000734,C002905,student,98013.85,6.0,240,2023-10-12,broker,active,"{""credit_score"": 785, ""employment"": ""unemployed"", ""annual_income"": 115276, ""years_employed"": 9}"
L0006149,C004004,Student,150102.26,4.38,120,2021-08-15,partner,active,"{""credit_score"": 630, ""employment"": ""self-employed"", ""annual_income"": 124302, ""years_employed"": 5}"
L0005252,C002782,mortgage,1956363.81,4.08,360,2024-12-18,partner,charged_off,"{""credit_score"": 752, ""employment"": ""self-employed"", ""annual_income"": 226591, ""years_employed"": 17}"
L0007797,C003103,AUTO,31825.69,8.88,48,2022-12-24,broker,active,"{""credit_score"": 592, ""employment"": ""unemployed"", ""annual_income"": 192304, ""years_employed"": 8}"
L0001320,C002092,Student,55420.54,6.54,240,2022-06-01,online,active,"{""credit_score"": 569, ""employment"": ""unemployed"", ""annual_income"": 139529, ""years_employed"": 3}"
L0006050,C003993,Mortgage,1521013.44,3.91,180,2022-11-30,branch,charged_off,"{""credit_score"": 561, ""employment"": ""unemployed"", ""annual_income"": 166279, ""years_employed"": 23}"
L0005695,C002991,STUDENT,107015,8.89,180,2020-04-28,online,active,"{""credit_score"": 787, ""employment"": ""self-employed"", ""annual_income"": 249055, ""years_employed"": 22}"
L0003616,C005930,auto,"79,446.26",12.14,60,2020-09-13,branch,closed,"{""credit_score"": 649, ""employment"": ""retired"", ""annual_income"": 147918, ""years_employed"": 11}"
L0000413,C003612,MORTGAGE,778682.04,7.96,120,2022-11-02,branch,active,"{""credit_score"": 629, ""employment"": ""salaried"", ""annual_income"": 172389, ""years_employed"": 12}"
L0009553,C002522,STUDENT,58330,7.12,240,2023-05-09,broker,active,"{""credit_score"": 821, ""employment"": ""salaried"", ""annual_income"": 169880, ""years_employed"": 11}"
L0003240,C005642,student,96602.25,4.37,180,2021-09-28,broker,closed,"{""credit_score"": 814, ""employment"": ""retired"", ""annual_income"": 271578, ""years_employed"": 20}"
L0004534,C001433,MORTGAGE,1095704,7.16,240,2024-09-24,broker,active,"{""credit_score"": 661, ""employment"": ""salaried"", ""annual_income"": 145413, ""years_employed"": 17}"
L0010000,C004042,Auto,42847,9.83,72,18-Sep-2020,online,active,"{""credit_score"": 679, ""employment"": ""salaried"", ""annual_income"": 141561, ""years_employed"": 20}"
L0009854,C002164,student,182724.80,6.7,60,2024-08-16,online,default,"{""credit_score"": 670, ""employment"": ""self-employed"", ""annual_income"": 150253, ""years_employed"": 22}"
L0005420,C003050,Personal,45010.16,10.23,36,2020-04-22,broker,default,"{""credit_score"": 683, ""employment"": ""unemployed"", ""annual_income"": 268897, ""years_employed"": 30}"
L0008947,C001939,STUDENT,"$183,620.98",6.42,120,01/13/2023,partner,charged_off,"{""credit_score"": 620, ""employment"": ""retired"", ""annual_income"": 266414, ""years_employed"": 21}"
L0004351,C000014,Mortgage,"645,200.30",4.2,240,2021-09-02,partner,default,"{""credit_score"": 738, ""employment"": ""unemployed"", ""annual_income"": 97071, ""years_employed"": 13}"
L0009219,C005516,Student,82780.58,11.92,180,01-Jan-2024,partner,closed,"{""credit_score"": 566, ""employment"": ""salaried"", ""annual_income"": 264056, ""years_employed"": 3}"
L0008510,C005226,mortgage,201843.77,6.22,180,2020-04-27,broker,closed,"{""credit_score"": 631, ""employment"": ""salaried"", ""annual_income"": 246921, ""years_employed"": 1}"
L0000251,C000577,Mortgage,"1,323,087.40",6.5,120,2020-03-18,partner,charged_off,"{""credit_score"": 773, ""employment"": ""unemployed"", ""annual_income"": 56752, ""years_employed"": 17}"
L0007267,C001013,mortgage,"$73,443.17",3.36,180,02/26/2025,branch,active,"{""credit_score"": 810, ""employment"": ""salaried"", ""annual_income"": 156274, ""years_employed"": 7}"
L0000483,C004614,PERSONAL,16219.88,10.05,24,2023-02-22,partner,charged_off,"{""credit_score"": 817, ""employment"": ""self-employed"", ""annual_income"": 50897, ""years_employed"": 24}"
L0000760,C003115,Personal,48911,17.29,36,11-Jan-2025,broker,closed,"{""credit_score"": 610, ""employment"": ""unemployed"", ""annual_income"": 275148, ""years_employed"": 14}"
L0005415,C003120,Auto,37906.16,9.83,72,2021-08-20,online,active,"{""credit_score"": 622, ""employment"": ""salaried"", ""annual_income"": 110156, ""years_employed"": 22}"
L0008049,C004810,auto,65546.48,4.76,36,2023-11-21,broker,active,"{""credit_score"": 718, ""employment"": ""self-employed"", ""annual_income"": 164424, ""years_employed"": 13}"
L0005174,C005451,Personal,"$23,567.46",15.23,12,07/02/2020,online,active,"{""credit_score"": 580, ""employment"": ""salaried"", ""annual_income"": 52828, ""years_employed"": 5}"
L0009658,C005150,Mortgage,491598,4.55,180,2023-07-01,online,closed,"{""credit_score"": 659, ""employment"": ""self-employed"", ""annual_income"": 120397, ""years_employed"": 30}"
L0002433,C004435,STUDENT,13033.15,9.1,180,2021-08-05,partner,default,"{""credit_score"": 622, ""employment"": ""self-employed"", ""annual_income"": 106714, ""years_employed"": 19}"
L0002228,C004666,AUTO,13117.65,10.25,72,2024-12-21,broker,default,"{""credit_score"": 610, ""employment"": ""self-employed"", ""annual_income"": 142936, ""years_employed"": 30}"
L0001996,C004162,auto,"$47,005.09",7.38,60,03/21/2024,branch,active,"{""credit_score"": 573, ""employment"": ""self-employed"", ""annual_income"": 206408, ""years_employed"": 26}"
L0002402,C003514,STUDENT,"$45,293.32",9.79,240,05/10/2020,partner,active,"{""credit_score"": 789, ""employment"": ""unemployed"", ""annual_income"": 233362, ""years_employed"": 27}"
L0009551,C004930,PERSONAL,"49,780.78",24.45,24,2021-08-09,online,active,"{""credit_score"": 747, ""employment"": ""unemployed"", ""annual_income"": 35945, ""years_employed"": 16}"
L0009573,C002388,personal,19659.67,8.77,12,2023-10-25,partner,default,"{""credit_score"": 692, ""employment"": ""self-employed"", ""annual_income"": 190390, ""years_employed"": 23}"
L0005793,C000706,auto,67109.54,14.4,48,2024-10-22,broker,active,"{""credit_score"": 559, ""employment"": ""unemployed"", ""annual_income"": 187630, ""years_employed"": 0}"
L0009447,C004303,Personal,25234.91,16.74,36,2021-01-22,partner,default,"{""credit_score"": 664, ""employment"": ""retired"", ""annual_income"": 49131, ""years_employed"": 22}"
L0004717,C002157,auto,55913,8.28,72,2024-07-06,online,closed,"{""credit_score"": 567, ""employment"": ""retired"", ""annual_income"": 37617, ""years_employed"": 14}"
L0003008,C000086,auto,19443.69,7.84,84,2023-09-19,online,closed,"{""credit_score"": 632, ""employment"": ""unemployed"", ""annual_income"": 43792, ""years_employed"": 17}"
L0004314,C000919,PERSONAL,39460.92,10.32,24,2020-09-12,online,active,"{""credit_score"": 575, ""employment"": ""unemployed"", ""annual_income"": 97681, ""years_employed"": 18}"
L0000907,C003649,STUDENT,167132,11.29,240,2021-02-26,partner,active,"{""credit_score"": 733, ""employment"": ""self-employed"", ""annual_income"": 134236, ""years_employed"": 28}"
L0008022,C003571,MORTGAGE,1251255.42,7.45,180,2022-11-12,partner,charged_off,"{""credit_score"": 738, ""employment"": ""salaried"", ""annual_income"": 170852, ""years_employed"": 21}"
L0007685,C003868,PERSONAL,1597.24,8.6,12,2024-11-03,partner,active,"{""credit_score"": 802, ""employment"": ""self-employed"", ""annual_income"": 61541, ""years_employed"": 24}"
L0004994,C000776,STUDENT,102151.44,7.13,120,2021-07-30,branch,active,"{""credit_score"": 655, ""employment"": ""salaried"", ""annual_income"": 212158, ""years_employed"": 23}"
L0003238,C004572,student,159589,10.61,120,2020-11-30,broker,closed,"{""credit_score"": 755, ""employment"": ""retired"", ""annual_income"": 197651, ""years_employed"": 1}"
L0007781,C002699,AUTO,"27,859.13",11.57,48,2022-08-03,broker,active,"{""credit_score"": 822, ""employment"": ""self-employed"", ""annual_income"": 176768, ""years_employed"": 15}"
L0006698,C001683,Auto,49460.86,5.78,72,2021-06-03,online,charged_off,"{""credit_score"": 681, ""employment"": ""unemployed"", ""annual_income"": 32921, ""years_employed"": 28}"
L0009538,C003671,STUDENT,79420,11.62,180,28-Jul-2021,broker,active,"{""credit_score"": 736, ""employment"": ""unemployed"", ""annual_income"": 40314, ""years_employed"": 27}"
L0003123,C001886,Student,"$137,699.51",8.09,240,01/31/2024,online,active,"{""credit_score"": 763, ""employment"": ""self-employed"", ""annual_income"": 85341, ""years_employed"": 13}"
L0005682,C000190,personal,12596.58,15.73,24,2021-11-06,partner,closed,"{""credit_score"": 719, ""employment"": ""salaried"", ""annual_income"": 109428, ""years_employed"": 24}"
L0008950,C001197,Personal,38716,13.23,60,2021-02-26,online,default,"{""credit_score"": 550, ""employment"": ""unemployed"", ""annual_income"": 54843, ""years_employed"": 20}"
L0002177,C000712,Student,113918.87,8.96,180,2021-04-28,partner,active,"{""credit_score"": 764, ""employment"": ""retired"", ""annual_income"": 68268, ""years_employed"": 19}"
L0005764,C004697,student,156599,5.45,120,2021-02-26,broker,active,"{""credit_score"": 629, ""employment"": ""salaried"", ""annual_income"": 24512, ""years_employed"": 9}"
L0008858,C003512,student,153618.80,8.43,180,2020-11-25,online,active,"{""credit_score"": 694, ""employment"": ""salaried"", ""annual_income"": 20732, ""years_employed"": 11}"
L0004336,C000370,Mortgage,"415,677.33",4.21,360,2024-02-26,branch,default,"{""credit_score"": 845, ""employment"": ""salaried"", ""annual_income"": 199697, ""years_employed"": 0}"
L0003093,C004132,Mortgage,1700364.17,3.04,120,2021-07-01,branch,default,"{""credit_score"": 630, ""employment"": ""retired"", ""annual_income"": 77386, ""years_employed"": 8}"
L0003060,C003389,auto,"$49,002.40",10.98,48,04/14/2021,partner,default,"{""credit_score"": 798, ""employment"": ""retired"", ""annual_income"": 66491, ""years_employed"": 7}"
L0008961,C005344,student,"$74,211.74",7.52,120,06/04/2020,online,active,"{""credit_score"": 756, ""employment"": ""salaried"", ""annual_income"": 130675, ""years_employed"": 2}"
L0005025,C002751,Personal,33886.06,14.17,12,2023-02-23,partner,active,"{""credit_score"": 731, ""employment"": ""retired"", ""annual_income"": 200225, ""years_employed"": 4}"
L0004356,C002879,Student,"42,291.48",6.11,120,2020-01-07,branch,charged_off,"{""credit_score"": 555, ""employment"": ""unemployed"", ""annual_income"": 116481, ""years_employed"": 10}"
L0004672,C005539,Student,3253,3.04,60,2022-08-09,branch,active,"{""credit_score"": 715, ""employment"": ""retired"", ""annual_income"": 169031, ""years_employed"": 28}"
L0004795,C000239,mortgage,1933840,4.62,120,2023-05-11,partner,active,"{""credit_score"": 651, ""employment"": ""self-employed"", ""annual_income"": 265904, ""years_employed"": 27}"
L0006242,C004971,auto,58512.84,11.59,36,2024-05-10,partner,active,"{""credit_score"": 713, ""employment"": ""unemployed"", ""annual_income"": 248763, ""years_employed"": 16}"
L0001645,C005627,Mortgage,1530074,6.16,240,2022-10-02,broker,active,"{""credit_score"": 705, ""employment"": ""self-employed"", ""annual_income"": 282830, ""years_employed"": 18}"
L0009223,C001188,PERSONAL,5383,20.37,60,2021-04-29,online,charged_off,"{""credit_score"": 790, ""employment"": ""retired"", ""annual_income"": 213652, ""years_employed"": 26}"
L0001239,C001929,Personal,11606.34,9.79,24,2025-02-12,broker,default,"{""credit_score"": 718, ""employment"": ""self-employed"", ""annual_income"": 100443, ""years_employed"": 27}"
L0002527,C001133,mortgage,1991902,6.12,360,2021-11-18,online,active,"{""credit_score"": 792, ""employment"": ""unemployed"", ""annual_income"": 122869, ""years_employed"": 23}"
L0008168,C005698,Auto,79300.64,5.63,72,2020-12-03,online,active,"{""credit_score"": 730, ""employment"": ""retired"", ""annual_income"": 184463, ""years_employed"": 3}"
L0004377,C003571,Student,194115.88,6.49,120,2023-12-03,partner,active,"{""credit_score"": 744, ""employment"": ""unemployed"", ""annual_income"": 100619, ""years_employed"": 22}"
L0001305,C000959,mortgage,1625827.04,5.25,360,2022-07-27,online,closed,"{""credit_score"": 745, ""employment"": ""retired"", ""annual_income"": 246226, ""years_employed"": 21}"
L0001413,C003710,Student,161072.57,3.83,180,2024-02-22,branch,default,"{""credit_score"": 772, ""employment"": ""retired"", ""annual_income"": 272043, ""years_employed"": 8}"
L0005409,C002659,personal,10208.41,12.89,60,2021-02-18,broker,closed,"{""credit_score"": 808, ""employment"": ""self-employed"", ""annual_income"": 76606, ""years_employed"": 4}"
L0004838,C001266,personal,"$1,807.26",11.88,60,01/22/2024,broker,active,"{""credit_score"": 618, ""employment"": ""retired"", ""annual_income"": 262313, ""years_employed"": 25}"
L0001288,C005665,PERSONAL,26386,14.39,36,27-May-2021,branch,active,"{""credit_score"": 589, ""employment"": ""self-employed"", ""annual_income"": 207152, ""years_employed"": 26}"
L0008968,C005135,STUDENT,"$175,105.65",8.99,120,01/05/2024,online,active,"{""credit_score"": 786, ""employment"": ""retired"", ""annual_income"": 179788, ""years_employed"": 3}"
L0006705,C000718,Personal,14406.46,8.8,48,2021-09-19,branch,active,"{""credit_score"": 835, ""employment"": ""self-employed"", ""annual_income"": 293869, ""years_employed"": 28}"
L0003316,C002029,Student,"90,412.40",5.08,180,2024-12-17,broker,active,"{""credit_score"": 560, ""employment"": ""retired"", ""annual_income"": 268880, ""years_employed"": 2}"
L0003794,C003065,auto,53070.19,7.36,84,2024-09-14,broker,closed,"{""credit_score"": 644, ""employment"": ""unemployed"", ""annual_income"": 141092, ""years_employed"": 7}"
L0000627,C003811,STUDENT,164397.75,7.32,180,2023-02-03,broker,active,"{""credit_score"": 708, ""employment"": ""self-employed"", ""annual_income"": 25796, ""years_employed"": 3}"
L0007978,C004006,MORTGAGE,545941,5.67,240,2021-03-21,online,active,"{""credit_score"": 556, ""employment"": ""salaried"", ""annual_income"": 106942, ""years_employed"": 13}"
L0000250,C002272,Personal,20041,14.93,24,2020-12-30,partner,active,"{""credit_score"": 623, ""employment"": ""unemployed"", ""annual_income"": 134497, ""years_employed"": 19}"
L0003998,C003685,AUTO,"$36,618.43",5.2,36,08/19/2022,online,active,"{""credit_score"": 800, ""employment"": ""retired"", ""annual_income"": 116852, ""years_employed"": 11}"
L0003202,C004467,AUTO,23765,13.12,72,22-Apr-2023,broker,active,"{""credit_score"": 626, ""employment"": ""retired"", ""annual_income"": 277095, ""years_employed"": 15}"
L0003947,C005119,Auto,36227.89,7.02,72,2021-10-28,branch,active,"{""credit_score"": 637, ""employment"": ""salaried"", ""annual_income"": 171408, ""years_employed"": 0}"
L0001781,C003486,Mortgage,"1,386,976.39",7.49,240,2021-10-18,partner,closed,"{""credit_score"": 702, ""employment"": ""unemployed"", ""annual_income"": 129969, ""years_employed"": 28}"
L0008470,C004825,mortgage,415120,5.37,180,2023-06-01,branch,active,"{""credit_score"": 578, ""employment"": ""unemployed"", ""annual_income"": 60013, ""years_employed"": 17}"
L0008977,C005017,PERSONAL,44358,20.48,60,13-Aug-2022,online,closed,"{""credit_score"": 640, ""employment"": ""salaried"", ""annual_income"": 41453, ""years_employed"": 12}"
L0007805,C003464,auto,40123.42,5.22,84,2024-08-26,branch,active,"{""credit_score"": 655, ""employment"": ""retired"", ""annual_income"": 231201, ""years_employed"": 3}"
L0005644,C005030,Personal,21864,10.49,24,14-Feb-2024,online,active,"{""credit_score"": 771, ""employment"": ""salaried"", ""annual_income"": 39159, ""years_employed"": 0}"
L0002700,C005898,PERSONAL,6357.93,16.42,60,2022-04-04,online,active,"{""credit_score"": 809, ""employment"": ""unemployed"", ""annual_income"": 142701, ""years_employed"": 20}"
